Feature,Importance,占比
Lot,2945.6943359375,0.9416591922611205
Model,70.92169189453125,0.02267175595527008
Line代码,56.65810775756836,0.01811207202836111
Line,13.058510780334473,0.004174454410806797
model2,10.433510780334473,0.003335312565867632
供应商,9.198371887207031,0.0029404719069971255
PN,8.963200569152832,0.0028652939665366394
品名,7.340734958648682,0.0023466353814894773
品类,5.927341461181641,0.0018948115235506158
